timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 11:48:11.384, 71, 47.07 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:12.384, 71, 47.12 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:13.385, 71, 47.17 W, 2444 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:14.385, 70, 41.81 W, 2431 MHz, [N/A], 94 %, [N/A]
2026/07/19 11:48:15.386, 71, 47.68 W, 2431 MHz, [N/A], 93 %, [N/A]
2026/07/19 11:48:16.386, 71, 50.32 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:17.387, 71, 50.28 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:18.387, 71, 50.21 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:19.387, 71, 50.28 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:20.388, 71, 50.15 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:21.388, 71, 50.24 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:22.388, 71, 50.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:23.389, 71, 50.31 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:24.389, 71, 50.21 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:25.389, 71, 50.15 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:26.390, 71, 50.10 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:27.390, 71, 49.96 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:28.391, 71, 50.09 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:29.391, 70, 46.03 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:30.392, 71, 52.97 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:31.393, 71, 50.30 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:32.393, 71, 50.12 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:33.394, 71, 50.16 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:34.394, 71, 50.09 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:35.395, 71, 50.06 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:36.395, 71, 49.89 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:37.396, 71, 50.02 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:38.396, 71, 49.93 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:39.397, 71, 50.01 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:40.397, 70, 49.93 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:41.398, 71, 49.99 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:42.399, 70, 49.49 W, 2444 MHz, [N/A], 96 %, [N/A]
2026/07/19 11:48:43.400, 65, 31.19 W, 2411 MHz, [N/A], 74 %, [N/A]
2026/07/19 11:48:44.401, 64, 16.84 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:45.401, 68, 20.65 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 11:48:46.401, 69, 52.85 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:47.401, 69, 49.67 W, 2450 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:48.402, 69, 49.83 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:49.402, 69, 49.79 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 11:48:50.403, 70, 49.65 W, 2444 MHz, [N/A], 95 %, [N/A]
