timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], memory.used [MiB]
2026/07/19 10:31:31.761, 77, 84.20 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:32.761, 79, 82.16 W, 2340 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:33.762, 80, 78.29 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:34.762, 83, 78.18 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:35.763, 75, 71.43 W, 2366 MHz, [N/A], 96 %, [N/A]
2026/07/19 10:31:36.763, 74, 47.13 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:37.764, 73, 47.37 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:38.765, 73, 46.96 W, 2424 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:39.765, 73, 46.97 W, 2424 MHz, [N/A], 94 %, [N/A]
2026/07/19 10:31:40.766, 68, 36.60 W, 2411 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:41.767, 67, 22.23 W, 2411 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:31:42.767, 71, 35.98 W, 2444 MHz, [N/A], 88 %, [N/A]
2026/07/19 10:31:43.768, 71, 46.54 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:44.768, 71, 46.41 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:45.769, 71, 46.59 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:46.769, 71, 46.14 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:47.770, 70, 33.55 W, 2444 MHz, [N/A], 0 %, [N/A]
2026/07/19 10:31:48.771, 71, 46.17 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:49.771, 70, 46.20 W, 2444 MHz, [N/A], 95 %, [N/A]
2026/07/19 10:31:50.772, 71, 46.02 W, 2444 MHz, [N/A], 95 %, [N/A]
